Winner,HeightDif,ReachDif,AgeDif,WinStreakDif,LossDif,SigStrDif,AvgTDDif,BlueAvgSigStrLanded,RedAvgSigStrLanded,BlueAvgSigStrPct,RedAvgSigStrPct,BlueAvgTDLanded,RedAvgTDLanded,BlueAvgTDPct,RedAvgTDPct,BlueAvgSubAtt,RedAvgSubAtt,TotalRoundDif,TotalTitleBoutDif,BlueWins,RedWins,BlueLosses,RedLosses,RedStance,BlueStance,RedOdds,BlueOdds,RedWeightLbs,BlueWeightLbs,RMatchWCRank,BMatchWCRank
Red,7.62,7.62,3,0,4,0.0,-4.23,,,0.69,0.46,0.75,4.98,1.0,0.5,2.3,0.0,-31,0,3,9,0,4,Orthodox,Orthodox,155.0,-175.0,205,205,7.0,10.0
Red,-2.54,-7.62,-3,0,0,0.0,3.03,,,0.47,0.5,3.39,0.36,0.34,1.0,1.5,0.2,-3,0,5,5,1,1,Orthodox,Southpaw,-220.0,180.0,145,145,12.0,
Blue,2.54,0.0,10,3,5,0.0,5.74,,,0.52,0.4,6.77,1.03,0.4,0.27,0.8,0.0,-43,0,3,12,0,5,Orthodox,Orthodox,160.0,-185.0,185,185,12.0,14.0
Blue,2.54,2.54,9,1,16,0.0,-0.52,,,0.46,0.44,0.0,0.52,0.0,0.36,0.0,0.3,-73,-5,2,19,0,16,Orthodox,Orthodox,140.0,-160.0,240,242,,
Red,-12.7,-10.16,-1,1,1,0.0,0.25,,,0.38,0.32,0.25,0.0,0.5,0.0,0.0,0.1,-15,0,2,5,1,2,Orthodox,Orthodox,-135.0,115.0,125,125,1.0,5.0
Red,5.08,2.54,2,2,1,0.0,0.97,,,0.2,0.49,1.35,0.38,0.26,1.0,0.3,0.0,0,0,2,2,1,2,Orthodox,Southpaw,-115.0,-105.0,170,170,,
Blue,2.54,7.62,2,2,0,0.0,-0.58,,,0.46,0.36,0.0,0.58,0.0,0.3,0.0,0.6,-2,0,3,3,1,1,Southpaw,Orthodox,-110.0,-110.0,145,145,,
Red,-5.08,2.54,6,-2,8,0.0,1.84,,,0.49,0.43,4.33,2.49,0.55,0.25,0.9,1.0,-83,-2,1,21,1,9,Southpaw,Orthodox,140.0,-160.0,170,170,10.0,11.0
Blue,0.0,-7.62,4,0,6,0.0,0.23,,,0.44,0.37,0.75,0.52,0.46,0.45,0.6,0.1,-30,0,6,11,4,10,Southpaw,Southpaw,-275.0,235.0,155,155,,
Blue,0.0,-2.54,0,1,-1,0.0,0.59,,,0.49,0.46,1.77,1.18,0.34,0.45,0.9,0.0,19,0,10,2,4,3,Orthodox,Southpaw,160.0,-185.0,170,155,,
Red,5.08,0.0,2,-1,0,-0.87,-1.32,4.25,5.12,0.44,0.49,0.0,1.32,0.0,0.6,0.0,0.9,-1,0,0,1,0,0,Orthodox,Orthodox,-325.0,265.0,245,260,,
Red,5.08,2.54,9,0,1,1.37,-0.89,4.29,2.92,0.31,0.46,0.33,1.22,0.25,0.42,0.0,0.0,1,0,2,2,0,1,Orthodox,Orthodox,-165.0,145.0,170,170,,
Red,7.62,15.24,2,2,3,0.09,-0.05,3.1,3.01,0.42,0.41,1.33,1.38,0.38,0.27,0.5,0.3,-17,0,2,5,3,6,Orthodox,Southpaw,-150.0,130.0,115,115,,
Blue,-10.16,0.0,5,-1,4,0.32,-0.01,4.08,3.76,0.5,0.42,0.91,0.92,1.0,0.28,0.0,0.5,-21,0,0,4,1,5,Southpaw,Switch,165.0,-190.0,155,155,,
Blue,0.0,5.08,5,0,2,0.1,-0.06,4.03,3.93,0.38,0.39,4.5,4.56,0.33,0.45,0.0,0.2,-21,0,1,6,0,2,Orthodox,Orthodox,170.0,-200.0,145,145,,
Blue,-10.16,10.16,6,-2,-1,2.36,0.0,6.55,4.19,0.52,0.44,0.0,0.0,0.0,0.0,0.0,0.5,-3,0,1,3,1,0,Orthodox,Southpaw,200.0,-240.0,258,257,15.0,
Red,2.54,5.08,-6,0,-1,-1.77,1.27,4.83,6.6,0.47,0.65,2.27,1.0,0.5,0.16,0.4,0.0,6,0,2,0,1,0,Orthodox,Orthodox,-135.0,115.0,115,115,,
Red,-2.54,-2.54,-1,0,0,1.94,0.78,4.34,2.4,0.51,0.25,0.78,0.0,0.5,0.0,0.0,0.0,3,0,0,0,1,1,Orthodox,Orthodox,205.0,-245.0,262,250,,
Red,-5.08,0.0,-6,-1,-14,-1.24,0.28,3.09,4.33,0.4,0.45,1.18,0.9,0.38,0.29,0.4,0.9,54,0,15,7,15,1,Orthodox,Orthodox,-140.0,120.0,145,145,7.0,8.0
Red,-5.08,2.54,-6,-5,-4,-1.89,3.43,3.14,5.03,0.42,0.52,3.82,0.39,0.5,0.16,1.0,0.4,26,5,10,5,4,0,Southpaw,Orthodox,-200.0,170.0,205,205,4.0,
Red,5.08,0.0,8,0,12,8.37,2.09,11.21,2.84,0.57,0.39,4.48,2.39,0.5,0.45,0.0,2.0,-52,0,0,14,0,12,Orthodox,Switch,170.0,-200.0,155,155,,
Red,0.0,-5.08,-3,0,-1,-0.97,2.49,2.18,3.15,0.5,0.6,3.44,0.95,0.47,0.3,1.3,0.3,4,0,4,2,1,0,Switch,Orthodox,-170.0,150.0,125,125,12.0,15.0
Blue,15.24,10.16,2,0,-4,-3.66,-1.62,2.94,6.6,0.44,0.47,1.38,3.0,0.44,0.33,0.0,0.0,14,0,3,1,4,0,Orthodox,Orthodox,-115.0,-105.0,185,185,,
Red,2.54,5.08,8,0,2,-0.87,0.24,2.92,3.79,0.61,0.36,3.06,2.82,0.54,0.34,3.1,1.2,-8,0,3,2,1,3,Switch,Orthodox,160.0,-185.0,145,145,,
Red,7.62,15.24,6,-2,1,0.04,-1.59,6.53,6.49,0.38,0.49,1.0,2.59,1.0,0.33,0.0,0.9,-8,0,0,2,0,1,Orthodox,Orthodox,-640.0,470.0,125,125,,
Blue,17.78,20.32,5,0,4,2.64,-1.14,5.27,2.63,0.43,0.31,0.0,1.14,0.0,0.15,0.0,0.0,-18,0,0,2,0,4,Orthodox,Orthodox,-115.0,-105.0,145,145,,
Red,0.0,-10.16,-3,0,0,-3.92,0.0,4.13,8.05,0.37,0.46,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,1,1,Switch,Southpaw,130.0,-150.0,135,135,,
Blue,-2.54,-7.62,8,0,7,3.07,0.29,7.93,4.86,0.56,0.35,2.0,1.71,0.66,0.21,0.0,0.4,-39,0,0,8,0,7,Orthodox,Orthodox,150.0,-170.0,170,170,,
Red,2.54,15.24,-3,3,-1,2.16,-2.47,4.16,2.0,0.54,0.53,1.27,3.74,0.43,0.42,1.1,6.2,12,0,3,0,1,0,Orthodox,Orthodox,135.0,-155.0,185,185,,
Blue,-12.7,-17.78,1,0,2,1.57,-0.74,4.17,2.6,0.49,0.35,0.0,0.74,0.0,0.66,0.0,0.0,-6,0,0,1,0,2,Orthodox,Orthodox,125.0,-145.0,245,255,,
Red,-7.62,-7.62,-1,3,1,-2.83,1.58,3.35,6.18,0.53,0.47,1.88,0.3,0.5,0.62,1.2,0.1,-22,-9,7,9,2,3,Orthodox,Orthodox,-300.0,250.0,125,115,5.0,7.0
Red,2.54,0.0,4,0,10,0.56,-0.18,5.15,4.59,0.41,0.49,0.88,1.06,0.25,0.5,0.9,0.5,-66,0,1,15,0,10,Orthodox,Southpaw,155.0,-175.0,145,145,,
Red,7.62,0.0,-2,0,-1,1.07,-0.82,4.13,3.06,0.39,0.34,0.26,1.08,0.33,0.23,0.7,1.3,12,0,9,5,4,3,Orthodox,Orthodox,-145.0,125.0,170,155,,
Blue,-2.54,7.62,0,-1,0,1.05,2.25,4.29,3.24,0.38,0.32,2.71,0.46,0.57,0.08,1.4,0.9,-2,0,1,2,0,0,Orthodox,Orthodox,-185.0,160.0,115,115,,
Red,15.24,5.08,3,1,0,0.51,-2.05,3.7,3.19,0.45,0.39,1.25,3.3,0.31,0.4,1.0,1.4,3,0,3,1,1,1,Orthodox,Southpaw,130.0,-150.0,155,155,,
Red,0.0,5.08,1,0,1,-0.33,1.05,2.73,3.06,0.42,0.45,2.56,1.51,0.41,0.4,1.8,0.1,-7,0,5,4,3,4,Southpaw,Southpaw,-140.0,120.0,205,185,,
Red,-12.7,-10.16,-1,-1,-3,-0.05,2.43,3.21,3.26,0.54,0.43,3.03,0.6,0.39,0.33,0.2,2.4,12,0,4,2,3,0,Orthodox,Orthodox,-175.0,155.0,205,205,,
Red,2.54,7.62,0,0,0,-1.9,-0.27,3.97,5.87,0.37,0.54,0.5,0.77,0.33,0.33,0.0,0.0,1,0,0,0,1,1,Orthodox,Orthodox,-290.0,245.0,155,155,,
Blue,0.0,-10.16,4,1,2,0.2,-1.89,4.42,4.22,0.39,0.49,0.0,1.89,0.0,0.54,0.6,0.6,0,0,5,3,2,4,Orthodox,Orthodox,-145.0,125.0,170,170,,
Red,5.08,-5.08,-1,0,-5,1.05,2.36,3.49,2.44,0.46,0.52,4.14,1.78,0.57,0.47,1.2,2.4,12,1,4,5,6,1,Orthodox,Southpaw,-175.0,155.0,125,135,3.0,6.0
Red,0.0,12.7,-5,-3,3,-0.11,-0.5,3.32,3.43,0.39,0.47,0.26,0.76,0.5,0.38,0.0,1.4,-19,0,2,8,1,4,Switch,Southpaw,-140.0,120.0,135,135,,
Red,-7.62,-5.08,-4,0,-2,-0.67,0.26,3.59,4.26,0.38,0.58,0.93,0.67,1.0,0.33,0.0,1.3,5,0,0,0,2,0,Orthodox,Orthodox,-250.0,210.0,170,170,,
Red,2.54,0.0,-5,1,0,0.44,0.82,4.49,4.05,0.43,0.41,2.25,1.43,0.33,0.45,0.0,0.6,2,0,4,3,2,2,Southpaw,Orthodox,-370.0,310.0,185,185,,
Red,0.0,0.0,0,0,0,0.2,0.39,4.08,3.88,0.41,0.4,0.7,0.31,0.5,0.25,0.0,0.0,-7,0,1,3,2,2,Southpaw,Orthodox,-150.0,130.0,125,125,,
Blue,10.16,17.78,-2,-3,2,-0.31,-0.36,4.46,4.77,0.5,0.39,0.0,0.36,0.0,0.57,0.4,0.0,-16,0,6,11,0,2,Orthodox,Switch,110.0,-130.0,185,185,0.0,1.0
Blue,5.08,12.7,3,1,0,0.67,-0.24,4.73,4.06,0.44,0.4,0.4,0.64,0.33,0.18,0.4,0.2,-14,-1,8,9,4,4,Orthodox,Switch,115.0,-135.0,155,155,6.0,15.0
Blue,2.54,7.62,2,0,1,-1.44,9.93,2.65,4.09,0.53,0.48,9.93,0.0,0.75,0.0,1.6,0.0,-9,0,0,3,1,2,Southpaw,Orthodox,-330.0,270.0,264,260,14.0,
Blue,7.62,7.62,1,1,-4,-0.09,1.41,2.84,2.93,0.4,0.43,1.66,0.25,0.44,1.0,0.8,0.0,6,0,3,2,5,1,Orthodox,Orthodox,120.0,-140.0,170,170,,
Blue,0.0,0.0,-7,0,0,0.81,0.0,3.58,2.77,0.53,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,Southpaw,Orthodox,-105.0,-115.0,264,250,,
Red,-2.54,-2.54,-2,0,3,-1.27,-0.99,1.8,3.07,0.25,0.46,1.0,1.99,0.4,0.38,0.0,0.8,-22,0,0,7,1,4,Orthodox,Switch,-470.0,375.0,170,170,,
Red,-5.08,7.62,7,0,1,2.21,-2.83,5.42,3.21,0.45,0.51,0.0,2.83,0.0,0.6,0.9,0.0,-1,0,0,0,0,1,Orthodox,Orthodox,325.0,-400.0,170,170,,
Red,12.7,7.62,3,0,0,-3.67,2.0,2.4,6.07,0.37,0.59,3.0,1.0,0.2,1.0,1.0,0.0,0,0,0,0,0,0,Orthodox,Orthodox,-165.0,145.0,155,155,,
Red,-10.16,0.0,-3,-1,2,-1.29,-0.64,0.51,1.8,0.4,0.46,0.0,0.64,0.0,0.5,0.0,0.6,-5,0,0,1,0,2,Orthodox,Orthodox,-420.0,335.0,145,145,,
Blue,5.08,15.24,-6,1,-1,1.36,-0.46,4.49,3.13,0.33,0.41,0.0,0.46,0.0,0.33,0.0,2.8,7,0,2,1,2,1,Southpaw,Orthodox,155.0,-175.0,125,125,,
Red,-2.54,-10.16,-2,-1,1,-1.1,2.31,1.54,2.64,0.4,0.5,2.31,0.0,0.18,0.0,0.0,0.5,-4,0,0,1,0,1,Orthodox,Orthodox,-220.0,180.0,135,135,,
Blue,-5.08,0.0,-4,-2,-2,-1.41,-2.05,3.72,5.13,0.51,0.48,0.18,2.23,0.33,0.36,0.0,0.7,0,0,5,7,4,2,Orthodox,Switch,-275.0,235.0,185,185,5.0,9.0
Red,10.16,5.08,10,0,-1,-16.81,-9.0,1.52,18.33,0.61,0.75,3.5,12.5,1.0,0.5,0.0,0.0,2,0,0,0,1,0,Orthodox,Southpaw,-600.0,450.0,155,155,,
Blue,-2.54,-2.54,-2,3,1,1.38,0.71,3.09,1.71,0.43,0.57,2.43,1.72,0.38,0.55,0.7,0.9,1,0,9,8,3,4,Switch,Orthodox,-105.0,-115.0,170,155,,
Red,0.0,2.54,-4,1,0,-2.26,-2.62,3.01,5.27,0.4,0.39,0.0,2.62,0.0,0.71,0.2,0.0,1,0,4,3,3,3,Southpaw,Southpaw,-105.0,-115.0,205,205,,
Blue,7.62,15.24,-12,-2,-9,-2.8,0.14,2.59,5.39,0.46,0.56,1.34,1.2,0.4,0.66,0.6,0.0,55,1,17,2,9,0,Southpaw,Southpaw,-290.0,245.0,205,205,,
Red,0.0,5.08,3,0,-3,-0.78,1.06,2.25,3.03,0.46,0.38,2.86,1.8,0.39,0.45,0.7,0.0,21,0,9,1,5,2,Orthodox,Orthodox,135.0,-155.0,170,170,,
Blue,2.54,2.54,-3,-1,-2,2.12,0.0,2.64,0.52,0.34,0.28,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,3,1,Orthodox,Southpaw,-130.0,110.0,185,185,,
Blue,5.08,2.54,0,0,3,1.77,-1.44,4.97,3.2,0.41,0.42,0.51,1.95,0.25,0.5,0.5,0.0,-15,0,0,3,0,3,Orthodox,Orthodox,145.0,-165.0,185,185,,
Blue,-2.54,2.54,12,-3,2,0.17,0.05,3.4,3.23,0.56,0.49,1.37,1.32,0.83,0.61,0.3,0.3,-11,0,0,4,1,3,Orthodox,Orthodox,190.0,-230.0,170,170,,
Blue,5.08,5.08,-2,0,4,-1.32,-0.2,3.33,4.65,0.52,0.35,0.51,0.71,0.33,0.45,0.0,0.1,-16,0,0,2,0,4,Orthodox,Orthodox,-155.0,135.0,135,145,,
Blue,-10.16,-17.78,-9,-2,-3,-1.0,0.71,2.76,3.76,0.57,0.55,0.71,0.0,0.33,0.0,0.1,1.0,11,0,3,3,3,0,Orthodox,Orthodox,-430.0,345.0,135,135,11.0,12.0
Red,-2.54,-5.08,-1,0,0,1.55,-1.15,4.41,2.86,0.42,0.37,1.35,2.5,0.42,0.4,0.5,0.0,-2,0,2,4,3,3,Orthodox,Orthodox,-165.0,145.0,155,155,,
Red,5.08,0.0,-1,0,-1,-2.26,-3.96,1.32,3.58,0.34,0.5,0.71,4.67,0.5,0.57,0.0,1.2,2,0,0,0,1,0,Orthodox,Orthodox,-235.0,195.0,135,135,,
Red,10.16,7.62,5,0,2,3.03,-3.34,5.25,2.22,0.41,0.4,0.19,3.53,0.33,0.36,0.6,0.3,-13,-2,3,5,2,4,Orthodox,Orthodox,125.0,-145.0,115,115,8.0,9.0
Red,-10.16,-7.62,0,0,3,-2.56,-0.28,3.6,6.16,0.28,0.38,0.0,0.28,0.0,0.5,0.0,0.1,-18,0,0,3,0,3,Orthodox,Orthodox,-525.0,415.0,135,135,10.0,
Blue,5.08,-2.54,-3,0,-1,-3.01,-0.58,4.65,7.66,0.35,0.39,2.02,2.6,0.28,0.35,0.4,0.0,6,0,1,1,3,2,Southpaw,Orthodox,-145.0,125.0,145,145,,
Red,-10.16,-5.08,6,0,1,-1.39,-2.64,2.1,3.49,0.21,0.47,0.0,2.64,0.0,0.45,0.0,0.7,-13,0,0,4,1,2,Orthodox,Southpaw,-150.0,130.0,135,135,,
Blue,0.0,0.0,6,0,1,-3.27,1.41,2.73,6.0,0.36,0.37,1.41,0.0,0.16,0.0,2.8,0.0,-7,0,0,4,2,3,Orthodox,Switch,-105.0,-115.0,155,155,,
Blue,2.54,7.62,-8,0,-7,-0.06,0.46,5.97,6.03,0.5,0.38,0.46,0.0,0.41,0.0,0.1,0.0,29,0,4,0,7,0,Orthodox,Orthodox,-115.0,-105.0,115,115,,
Red,2.54,-2.54,-10,0,5,-1.21,-0.85,2.67,3.88,0.23,0.37,0.0,0.85,0.0,0.4,0.0,0.4,-40,0,0,8,0,5,Orthodox,Orthodox,-300.0,250.0,125,125,5.0,
Blue,-2.54,0.0,-1,0,-2,-0.46,-0.96,2.33,2.79,0.48,0.6,1.65,2.61,0.21,0.18,1.5,1.7,12,0,3,0,4,2,Orthodox,Orthodox,100.0,-120.0,205,205,,
Blue,2.54,-7.62,-2,0,-3,-0.3,-1.63,4.47,4.77,0.44,0.39,0.37,2.0,0.2,0.44,0.0,0.0,15,1,4,2,4,1,Orthodox,Orthodox,-290.0,245.0,135,135,14.0,15.0
Red,5.08,10.16,-9,-1,0,-2.81,-3.06,0.25,3.06,0.27,0.36,0.0,3.06,0.0,0.36,0.0,1.3,-4,0,0,1,1,1,Southpaw,Switch,-400.0,325.0,155,155,,
Blue,-5.08,-7.62,6,2,10,4.24,-1.21,8.57,4.33,0.55,0.46,0.0,1.21,0.0,0.36,0.0,1.3,-84,-1,3,29,2,12,Orthodox,Orthodox,160.0,-185.0,155,155,4.0,5.0
Red,2.54,2.54,12,-1,4,1.45,-0.94,4.86,3.41,0.57,0.44,1.06,2.0,0.38,0.38,1.9,1.0,-26,-1,7,15,2,6,Orthodox,Orthodox,-115.0,-105.0,205,205,9.0,13.0
Blue,-7.62,-12.7,-8,-1,0,2.01,-1.79,4.27,2.26,0.51,0.44,0.0,1.79,0.0,0.4,1.0,0.0,-1,0,0,1,0,0,Orthodox,Orthodox,-460.0,365.0,170,170,,
Red,5.08,0.0,6,-1,4,-1.4,2.95,1.91,3.31,0.44,0.5,3.7,0.75,0.44,0.38,0.9,0.2,-3,0,7,7,3,7,Orthodox,Orthodox,230.0,-270.0,185,185,12.0,13.0
Red,-2.54,-7.62,9,2,3,0.38,-3.84,4.56,4.18,0.57,0.52,0.58,4.42,1.0,0.57,2.3,2.4,-7,0,2,5,0,3,Orthodox,Orthodox,-105.0,-115.0,205,205,15.0,
Blue,0.0,-2.54,5,2,4,1.9,-1.24,5.51,3.61,0.46,0.51,0.24,1.48,0.5,0.61,0.0,0.1,-18,0,2,4,0,4,Orthodox,Orthodox,105.0,-125.0,249,265,14.0,15.0
Blue,-10.16,-2.54,5,-1,0,1.84,0.5,3.47,1.63,0.53,0.33,2.0,1.5,0.66,0.3,0.0,1.0,-3,0,0,1,0,0,Orthodox,Orthodox,115.0,-135.0,135,135,,
Blue,5.08,12.7,0,0,1,0.67,0.75,4.0,3.33,0.5,0.51,2.0,1.25,0.33,0.22,2.5,0.0,-9,0,0,2,0,1,Orthodox,Orthodox,-130.0,110.0,135,135,,
Red,-2.54,2.54,5,0,3,1.13,-1.27,3.15,2.02,0.46,0.4,0.44,1.71,0.25,0.34,1.8,2.4,-19,0,0,6,1,4,Orthodox,Southpaw,145.0,-160.0,145,145,,
Red,5.08,7.62,2,0,5,-1.94,-1.65,2.28,4.22,0.29,0.46,0.0,1.65,0.0,0.34,0.0,2.1,-26,0,0,6,1,6,Orthodox,Switch,-230.0,190.0,135,135,,
Blue,0.0,2.54,3,0,0,-0.03,1.5,3.17,3.2,0.41,0.34,1.5,0.0,0.6,0.0,0.0,0.0,0,0,0,0,1,1,Southpaw,Orthodox,120.0,-140.0,170,155,,
Red,-2.54,5.08,0,-6,-5,1.4,-3.8,5.51,4.11,0.49,0.49,1.55,5.35,0.37,0.47,1.2,0.7,21,-1,18,11,5,0,Orthodox,Southpaw,-400.0,325.0,155,155,0.0,1.0
Blue,0.0,-12.7,-2,1,3,-0.46,-0.2,3.55,4.01,0.43,0.43,0.29,0.49,0.27,0.44,0.3,0.1,-22,0,8,14,4,7,Orthodox,Orthodox,-120.0,100.0,155,155,7.0,10.0
Red,-10.16,0.0,-5,-1,0,0.64,-0.98,2.74,2.1,0.39,0.56,2.42,3.4,0.5,0.68,0.7,0.8,-2,0,4,6,1,1,Orthodox,Orthodox,-380.0,315.0,155,155,15.0,
Red,-2.54,-10.16,-10,2,0,-1.29,-5.4,2.45,3.74,0.44,0.51,1.23,6.63,0.24,0.55,0.2,0.0,-4,0,5,6,2,2,Orthodox,Orthodox,-550.0,425.0,265,235,4.0,9.0
Blue,0.0,2.54,-3,-2,-1,2.09,-0.3,5.07,2.98,0.36,0.39,1.04,1.34,0.27,0.63,1.0,0.0,-1,0,6,7,2,1,Orthodox,Orthodox,-245.0,205.0,155,155,,
Red,0.0,10.16,3,3,4,-1.17,-0.1,5.02,6.19,0.53,0.47,1.75,1.85,0.46,0.56,0.5,0.5,-12,0,3,5,0,4,Orthodox,Orthodox,210.0,-250.0,125,125,5.0,6.0
Blue,7.62,12.7,-7,0,-4,0.51,-1.5,2.04,1.53,0.41,0.42,0.91,2.41,0.23,0.66,1.1,0.0,15,0,2,0,4,0,Orthodox,Orthodox,-155.0,135.0,135,135,,
Red,12.7,10.16,-3,0,-2,-5.04,2.31,2.57,7.61,0.54,0.5,2.31,0.0,0.25,0.0,1.5,0.0,5,0,1,0,2,0,Switch,Orthodox,-190.0,165.0,155,155,,
Red,-2.54,2.54,2,0,3,-1.24,-1.33,3.13,4.37,0.36,0.41,0.82,2.15,0.5,0.31,0.0,0.2,-23,0,1,6,0,3,Orthodox,Southpaw,-390.0,320.0,170,170,,
Blue,-5.08,-10.16,3,0,3,-0.74,-0.72,2.92,3.66,0.46,0.51,1.22,1.94,0.42,0.76,0.0,0.0,-22,0,1,7,1,4,Orthodox,Orthodox,-130.0,110.0,170,170,,
Red,0.0,5.08,-4,1,-1,-0.52,-1.65,2.47,2.99,0.32,0.34,0.75,2.4,0.28,0.5,0.8,0.2,3,0,8,6,4,3,Orthodox,Southpaw,-125.0,105.0,185,185,,
Red,2.54,7.62,6,-1,0,-1.41,-2.22,0.67,2.08,0.32,0.52,0.0,2.22,0.0,0.25,0.0,0.7,-2,0,0,1,0,0,Southpaw,Orthodox,-190.0,165.0,155,155,,
Blue,7.62,2.54,-3,-1,4,-0.33,-1.46,6.22,6.55,0.49,0.51,1.75,3.21,0.3,0.58,0.9,0.5,-28,-1,3,11,0,4,Orthodox,Switch,-200.0,170.0,115,115,0.0,
Red,-2.54,5.08,-1,5,2,-0.72,-0.79,4.18,4.9,0.39,0.43,0.45,1.24,0.14,0.36,0.6,0.0,-7,0,7,8,1,3,Orthodox,Orthodox,215.0,-255.0,170,170,,
Red,5.08,-10.16,1,-2,-2,-2.23,0.02,3.05,5.28,0.36,0.41,0.77,0.75,0.17,0.37,0.3,0.0,4,0,2,2,2,0,Orthodox,Orthodox,-185.0,160.0,125,135,,14.0
Red,-5.08,2.54,-2,0,0,-2.06,3.18,2.07,4.13,0.37,0.45,3.18,0.0,0.5,0.0,0.8,0.0,-5,0,0,2,1,1,Orthodox,Orthodox,-110.0,-110.0,170,170,,
Blue,-12.7,-2.54,-2,-1,1,1.41,-0.44,6.2,4.79,0.45,0.45,0.0,0.44,0.0,0.14,0.0,0.4,-4,0,0,1,0,1,Orthodox,Orthodox,150.0,-170.0,125,125,,
Blue,5.08,5.08,3,0,-1,-1.18,2.44,5.23,6.41,0.54,0.47,5.48,3.04,0.66,0.5,0.9,0.0,2,0,0,0,1,0,Orthodox,Orthodox,125.0,-145.0,185,185,,
Red,2.54,-5.08,-7,0,-3,-2.25,0.57,2.77,5.02,0.44,0.59,1.25,0.68,0.53,1.0,0.2,1.4,15,0,2,0,4,1,Southpaw,Orthodox,140.0,-160.0,135,135,,
Red,-2.54,0.0,1,0,0,-1.36,1.67,5.23,6.59,0.52,0.43,1.67,0.0,0.3,0.0,0.0,1.1,0,0,0,0,0,0,Orthodox,Orthodox,245.0,-290.0,205,205,,
Red,0.0,0.0,4,-1,-1,-0.8,-0.45,2.96,3.76,0.45,0.43,1.22,1.67,0.36,0.31,1.5,0.0,0,0,1,2,1,0,Orthodox,Orthodox,-220.0,180.0,155,155,,
Red,5.08,10.16,-3,0,0,2.9,-3.5,5.67,2.77,0.36,0.37,0.0,3.5,0.0,0.35,0.0,0.0,0,0,0,0,0,0,Orthodox,Orthodox,-120.0,100.0,135,135,,
Red,-2.54,0.0,1,0,0,-0.4,0.0,11.0,11.4,0.56,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,Orthodox,Orthodox,-115.0,-105.0,135,135,,
Blue,12.7,20.32,4,-7,-2,0.7,0.25,4.95,4.25,0.52,0.52,2.2,1.95,0.37,0.44,0.0,0.5,-19,-2,12,19,3,1,Orthodox,Orthodox,-145.0,125.0,235,240,0.0,1.0
Blue,5.08,10.16,-2,-1,-2,1.65,0.52,4.62,2.97,0.45,0.46,1.19,0.67,0.3,0.54,1.4,1.2,11,-4,18,14,10,8,Orthodox,Southpaw,-120.0,100.0,155,170,7.0,
Blue,2.54,-2.54,14,4,2,4.72,-1.79,8.43,3.71,0.57,0.49,0.0,1.79,0.0,0.31,0.0,0.0,-30,-2,4,9,0,2,Orthodox,Orthodox,-165.0,145.0,185,185,2.0,7.0
Blue,2.54,0.0,5,0,2,1.78,-0.21,6.1,4.32,0.49,0.41,0.0,0.21,0.0,1.0,0.3,1.5,-12,0,2,5,0,2,Southpaw,Orthodox,235.0,-275.0,145,145,,
Red,-5.08,-12.7,4,1,6,-0.01,-1.62,3.38,3.39,0.5,0.45,1.18,2.8,0.19,0.29,0.5,0.5,-27,0,2,13,0,6,Southpaw,Orthodox,140.0,-160.0,185,185,8.0,10.0
Blue,5.08,-5.08,-6,-2,0,-1.94,0.0,4.94,6.88,0.41,0.56,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,0,2,0,0,Orthodox,Orthodox,-1000.0,650.0,155,155,,
Blue,15.24,10.16,10,4,5,3.82,-0.3,7.14,3.32,0.48,0.41,1.24,1.54,0.5,0.38,0.6,0.3,-43,0,4,14,0,5,Orthodox,Switch,220.0,-260.0,135,135,3.0,9.0
Blue,-2.54,-2.54,-2,0,2,0.93,-1.07,3.98,3.05,0.52,0.4,1.67,2.74,0.3,0.42,0.0,0.4,2,0,4,3,1,3,Orthodox,Orthodox,165.0,-190.0,155,155,,
Blue,-7.62,-7.62,-3,-2,0,0.56,-1.31,3.48,2.92,0.41,0.61,1.75,3.06,0.5,0.54,0.8,3.1,-1,0,1,3,0,0,Orthodox,Southpaw,-170.0,150.0,145,135,,
Red,0.0,5.08,-6,-1,-2,-0.72,0.43,4.1,4.82,0.31,0.45,0.75,0.32,0.21,1.0,0.0,0.3,4,0,0,1,3,1,Orthodox,Orthodox,-290.0,245.0,115,115,,
Red,2.54,-2.54,2,0,-1,2.13,-1.82,4.65,2.52,0.35,0.44,0.71,2.53,0.45,0.59,0.1,1.1,-4,0,2,4,3,2,Orthodox,Orthodox,-190.0,165.0,135,135,,
Red,-2.54,-2.54,-8,0,0,-2.88,-0.93,3.56,6.44,0.33,0.45,0.4,1.33,0.25,1.0,0.0,0.0,2,0,1,0,1,1,Orthodox,Orthodox,-145.0,125.0,125,125,,
Red,2.54,0.0,-4,-1,-4,-0.24,0.63,2.78,3.02,0.54,0.49,2.57,1.94,0.51,0.51,0.3,0.4,9,-3,7,6,6,2,Southpaw,Orthodox,-1100.0,700.0,125,125,0.0,3.0
Red,-2.54,-10.16,0,-4,-2,-0.91,-0.21,4.27,5.18,0.47,0.53,0.61,0.82,0.41,0.5,0.0,1.0,10,0,6,9,4,2,Orthodox,Orthodox,-250.0,210.0,170,170,,
